model,train_accuracy,validation_accuracy,test_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
DistilBERT,0.9491027732463295,0.7870828575053928,0.7986551636640447,0.7749803771357361,0.7981521586012762,0.780756814588055,0.769716056638863
