status,aspect,sentiment,compound
Suicidal,appetite,negative,-0.9226
Suicidal,concentration,negative,-0.9226
Suicidal,social_support,negative,-0.9226
Suicidal,self_harm,negative,-0.9226
Suicidal,hopelessness,negative,-0.9226
Suicidal,self_harm,negative,-0.1692
Suicidal,concentration,negative,-0.3141
Suicidal,self_harm,negative,-0.6705
Depression,therapy,positive,0.8779
Depression,hopelessness,positive,0.8779
Depression,concentration,negative,-0.8838
Depression,social_support,negative,-0.8838
Depression,hopelessness,negative,-0.8838
Depression,self_harm,negative,-0.7876
Suicidal,self_harm,positive,0.9731
Suicidal,hopelessness,positive,0.9731
Suicidal,sleep,negative,-0.9832
Suicidal,hopelessness,negative,-0.9832
Suicidal,sleep,negative,-0.1027
Depression,social_support,negative,-0.2448
Depression,hopelessness,negative,-0.9681
Depression,therapy,negative,-0.6199
Depression,hopelessness,negative,-0.6199
Depression,self_harm,negative,-0.9642
Depression,sleep,negative,-0.9116
Depression,social_support,negative,-0.9116
Depression,self_harm,negative,-0.9116
Depression,social_support,negative,-0.9721
Depression,therapy,negative,-0.9721
Depression,self_harm,negative,-0.9721
Depression,hopelessness,negative,-0.9721
Depression,self_harm,negative,-0.9131
Depression,hopelessness,negative,-0.9131
Depression,concentration,negative,-0.9786
Depression,social_support,negative,-0.9786
Depression,therapy,negative,-0.9786
Depression,hopelessness,negative,-0.9786
Depression,motivation,positive,0.9943
Depression,appetite,positive,0.9943
Depression,medication,positive,0.9943
Depression,therapy,positive,0.9943
Depression,self_harm,positive,0.9943
Depression,hopelessness,positive,0.9943
Suicidal,hopelessness,negative,-0.8402
Depression,appetite,negative,-0.9644
Depression,social_support,negative,-0.9644
Depression,social_support,negative,-0.9509
Depression,therapy,negative,-0.9509
Depression,hopelessness,negative,-0.9509
Suicidal,sleep,negative,-0.9912
Suicidal,motivation,negative,-0.9912
Suicidal,social_support,negative,-0.9912
Suicidal,self_harm,negative,-0.9912
Suicidal,hopelessness,negative,-0.9912
Suicidal,social_support,negative,-0.7955
Suicidal,medication,negative,-0.7955
Suicidal,hopelessness,negative,-0.7955
Suicidal,sleep,negative,-0.9958
Suicidal,self_harm,negative,-0.9958
Suicidal,hopelessness,negative,-0.9958
Suicidal,sleep,negative,-0.8956
Suicidal,energy,negative,-0.8956
Suicidal,social_support,negative,-0.8956
Suicidal,self_harm,negative,-0.8956
Depression,social_support,positive,0.8146
Depression,social_support,negative,-0.7625
Depression,hopelessness,negative,-0.7625
Depression,sleep,negative,-0.9642
Depression,hopelessness,negative,-0.9642
Suicidal,motivation,positive,0.7266
Suicidal,hopelessness,positive,0.7266
Suicidal,appetite,negative,-0.9857
Suicidal,hopelessness,negative,-0.9857
Suicidal,motivation,negative,-0.8187
Suicidal,hopelessness,negative,-0.8187
Suicidal,self_harm,negative,-0.8885
Depression,energy,positive,0.8419
Depression,social_support,positive,0.8419
Suicidal,self_harm,negative,-0.8225
Depression,hopelessness,positive,0.8249
Depression,energy,neutral,-0.0246
Depression,motivation,neutral,-0.0246
Depression,hopelessness,neutral,-0.0246
Suicidal,social_support,positive,0.9641
Suicidal,medication,positive,0.9641
Suicidal,hopelessness,positive,0.9641
Depression,motivation,negative,-0.9693
Depression,concentration,negative,-0.9693
Depression,social_support,negative,-0.9693
Depression,medication,negative,-0.9693
Depression,therapy,negative,-0.9693
Depression,hopelessness,negative,-0.9693
Depression,sleep,negative,-0.8961
Depression,motivation,negative,-0.8961
Depression,appetite,negative,-0.8961
Depression,social_support,negative,-0.8961
Suicidal,sleep,negative,-0.7416
Suicidal,hopelessness,negative,-0.7416
Depression,social_support,negative,-0.9604
Depression,hopelessness,negative,-0.9604
Suicidal,sleep,negative,-0.9975
Suicidal,concentration,negative,-0.9975
Suicidal,social_support,negative,-0.9975
Suicidal,self_harm,negative,-0.9975
Suicidal,hopelessness,negative,-0.9975
Suicidal,self_harm,negative,-0.9694
Suicidal,hopelessness,negative,-0.9694
Suicidal,sleep,positive,0.7548
Suicidal,hopelessness,positive,0.7548
Suicidal,self_harm,negative,-0.9513
Suicidal,hopelessness,negative,-0.9513
Suicidal,social_support,positive,0.15
Suicidal,therapy,positive,0.15
Suicidal,self_harm,positive,0.15
Suicidal,hopelessness,positive,0.15
Suicidal,appetite,negative,-0.9945
Suicidal,social_support,negative,-0.9945
Suicidal,self_harm,negative,-0.9945
Suicidal,hopelessness,negative,-0.9945
Suicidal,social_support,negative,-0.9735
Suicidal,self_harm,negative,-0.9735
Depression,concentration,negative,-0.9793
Depression,social_support,negative,-0.9242
Depression,hopelessness,positive,0.9523
Depression,social_support,negative,-0.7579
Depression,self_harm,negative,-0.7579
Depression,hopelessness,negative,-0.7579
Suicidal,social_support,negative,-0.9527
Suicidal,self_harm,negative,-0.9527
Depression,social_support,negative,-0.3506
Depression,social_support,negative,-0.8296
Depression,therapy,negative,-0.8296
Depression,hopelessness,negative,-0.8296
Depression,social_support,negative,-0.9132
Depression,therapy,negative,-0.9132
Depression,hopelessness,negative,-0.9132
Suicidal,sleep,positive,0.9553
Suicidal,social_support,positive,0.9553
Suicidal,medication,positive,0.9553
Suicidal,therapy,positive,0.9553
Suicidal,hopelessness,positive,0.9553
Suicidal,sleep,negative,-0.9955
Suicidal,social_support,negative,-0.9955
Suicidal,self_harm,negative,-0.9955
Suicidal,hopelessness,negative,-0.9955
Suicidal,hopelessness,negative,-0.1799
Suicidal,hopelessness,negative,-0.6549
Depression,self_harm,negative,-0.7383
Depression,energy,negative,-0.8659
Depression,social_support,negative,-0.8659
Depression,therapy,negative,-0.8659
Depression,hopelessness,negative,-0.8659
Depression,hopelessness,negative,-0.9923
Suicidal,self_harm,negative,-0.6124
Depression,sleep,negative,-0.9279
Depression,appetite,negative,-0.9279
Depression,social_support,negative,-0.9279
Depression,therapy,negative,-0.9279
Suicidal,appetite,positive,0.6183
Suicidal,hopelessness,positive,0.6183
Suicidal,hopelessness,positive,0.0772
Suicidal,social_support,negative,-0.9397
Suicidal,hopelessness,negative,-0.9397
Suicidal,sleep,negative,-0.3587
Suicidal,energy,negative,-0.3587
Suicidal,appetite,negative,-0.3587
Suicidal,hopelessness,negative,-0.3587
Depression,self_harm,negative,-0.9545
Depression,social_support,negative,-0.4874
Depression,hopelessness,negative,-0.4874
Depression,hopelessness,negative,-0.604
Depression,social_support,positive,0.3029
Depression,social_support,negative,-0.9918
Depression,self_harm,negative,-0.9918
Depression,hopelessness,negative,-0.9918
Depression,hopelessness,negative,-0.981
Suicidal,hopelessness,negative,-0.9957
Depression,sleep,negative,-0.9787
Depression,energy,negative,-0.9787
Depression,appetite,negative,-0.9787
Depression,social_support,negative,-0.9787
Depression,therapy,negative,-0.9787
Depression,self_harm,negative,-0.9787
Depression,hopelessness,negative,-0.9787
Suicidal,self_harm,negative,-0.6908
Depression,sleep,negative,-0.7747
Depression,energy,negative,-0.7747
Depression,social_support,negative,-0.7747
Suicidal,social_support,negative,-0.8183
Suicidal,self_harm,negative,-0.8183
Suicidal,hopelessness,negative,-0.8183
Depression,sleep,negative,-0.9833
Depression,social_support,negative,-0.9833
Depression,self_harm,negative,-0.9833
Depression,hopelessness,negative,-0.9833
Suicidal,hopelessness,negative,-0.6191
Depression,motivation,positive,0.2785
Depression,appetite,positive,0.2785
Depression,social_support,positive,0.2785
Depression,sleep,negative,-0.9197
Depression,hopelessness,negative,-0.9197
Depression,hopelessness,negative,-0.8928
Suicidal,sleep,negative,-0.8495
Suicidal,sleep,negative,-0.936
Suicidal,hopelessness,negative,-0.936
Depression,hopelessness,negative,-0.9734
Depression,sleep,negative,-0.978
Depression,appetite,negative,-0.978
Depression,social_support,negative,-0.978
Depression,therapy,negative,-0.978
Depression,self_harm,negative,-0.978
Depression,hopelessness,negative,-0.978
Suicidal,social_support,negative,-0.9101
Suicidal,self_harm,negative,-0.9101
Depression,social_support,negative,-0.7125
Depression,medication,negative,-0.7125
Depression,therapy,negative,-0.7125
Depression,self_harm,negative,-0.7125
Depression,hopelessness,negative,-0.7125
Suicidal,self_harm,negative,-0.7783
Depression,social_support,positive,0.9899
Depression,self_harm,positive,0.9899
Depression,hopelessness,positive,0.9899
Depression,sleep,negative,-0.8524
Depression,concentration,negative,-0.8524
Depression,social_support,negative,-0.8524
Suicidal,energy,negative,-0.992
Suicidal,motivation,negative,-0.992
Suicidal,self_harm,negative,-0.992
Suicidal,hopelessness,negative,-0.992
Depression,social_support,positive,0.5802
Depression,hopelessness,positive,0.5802
Depression,hopelessness,negative,-0.9845
Depression,sleep,positive,0.9136
Depression,concentration,positive,0.9136
Depression,social_support,positive,0.9136
Depression,hopelessness,positive,0.9136
Depression,hopelessness,negative,-0.9728
Suicidal,social_support,positive,0.9232
Suicidal,medication,positive,0.9232
Suicidal,self_harm,positive,0.9232
Suicidal,self_harm,negative,-0.9968
Suicidal,hopelessness,negative,-0.9968
Suicidal,sleep,negative,-0.5486
Suicidal,hopelessness,negative,-0.5486
Depression,hopelessness,negative,-0.2422
Depression,sleep,negative,-0.9368
Depression,social_support,negative,-0.9368
Suicidal,social_support,negative,-0.092
Depression,sleep,negative,-0.987
Depression,energy,negative,-0.987
Depression,social_support,negative,-0.987
Depression,motivation,negative,-0.9973
Depression,social_support,negative,-0.9973
Depression,self_harm,negative,-0.9973
Depression,hopelessness,negative,-0.9973
Depression,social_support,negative,-0.9854
Depression,therapy,negative,-0.9854
Depression,social_support,negative,-0.8746
Depression,medication,negative,-0.8746
Depression,social_support,negative,-0.3395
Suicidal,hopelessness,positive,0.7963
Depression,social_support,positive,0.6767
Suicidal,medication,positive,0.5994
Suicidal,hopelessness,positive,0.5994
Depression,appetite,positive,0.9623
Depression,social_support,positive,0.9623
Depression,self_harm,positive,0.9623
Depression,hopelessness,positive,0.9623
Suicidal,sleep,negative,-0.9809
Suicidal,concentration,negative,-0.9809
Suicidal,social_support,negative,-0.9809
Suicidal,self_harm,negative,-0.9809
Suicidal,hopelessness,negative,-0.9809
Suicidal,appetite,positive,0.9007
Suicidal,social_support,positive,0.9007
Suicidal,therapy,positive,0.9007
Suicidal,hopelessness,positive,0.9007
Suicidal,self_harm,positive,0.4936
Depression,energy,negative,-0.9825
Depression,social_support,negative,-0.9825
Depression,medication,negative,-0.9825
Depression,therapy,negative,-0.9825
Depression,self_harm,negative,-0.9825
Depression,hopelessness,negative,-0.9825
Suicidal,self_harm,negative,-0.9756
Suicidal,hopelessness,negative,-0.9756
Depression,sleep,positive,0.491
Depression,social_support,positive,0.491
Depression,hopelessness,positive,0.491
Suicidal,appetite,negative,-0.9576
Suicidal,therapy,negative,-0.9576
Suicidal,self_harm,negative,-0.9576
Suicidal,hopelessness,negative,-0.9576
Depression,sleep,positive,0.4767
Depression,hopelessness,positive,0.4767
Suicidal,sleep,negative,-0.9277
Suicidal,social_support,negative,-0.9277
Suicidal,hopelessness,negative,-0.9277
Suicidal,social_support,negative,-0.9933
Suicidal,self_harm,negative,-0.9933
Depression,concentration,negative,-0.9855
Depression,self_harm,negative,-0.9855
Depression,hopelessness,negative,-0.9855
Suicidal,social_support,negative,-0.9834
Suicidal,therapy,negative,-0.9834
Suicidal,hopelessness,negative,-0.9834
Suicidal,self_harm,positive,0.5657
Suicidal,social_support,negative,-0.9966
Suicidal,medication,negative,-0.9966
Suicidal,therapy,negative,-0.9966
Suicidal,self_harm,negative,-0.9966
Suicidal,hopelessness,negative,-0.9966
Suicidal,self_harm,negative,-0.9902
Depression,social_support,negative,-0.2362
Suicidal,concentration,positive,0.9856
Suicidal,social_support,positive,0.9856
Suicidal,hopelessness,positive,0.9856
Depression,hopelessness,negative,-0.9476
Suicidal,social_support,negative,-0.0966
Depression,hopelessness,negative,-0.9974
Depression,appetite,negative,-0.9416
Depression,appetite,positive,0.9614
Depression,social_support,positive,0.9614
Depression,hopelessness,positive,0.9614
Depression,social_support,negative,-0.7306
Depression,self_harm,negative,-0.7306
Suicidal,social_support,negative,-0.5409
Suicidal,hopelessness,negative,-0.5409
Depression,therapy,negative,-0.5346
Depression,appetite,negative,-0.9776
Depression,hopelessness,negative,-0.9776
Depression,social_support,negative,-0.8402
Depression,medication,negative,-0.8402
Depression,hopelessness,negative,-0.8402
Suicidal,social_support,positive,0.8927
Suicidal,sleep,negative,-0.8442
Suicidal,self_harm,negative,-0.8442
Suicidal,hopelessness,negative,-0.8442
Depression,hopelessness,negative,-0.9529
Suicidal,therapy,negative,-0.9939
Suicidal,self_harm,negative,-0.9939
Suicidal,hopelessness,negative,-0.9939
Suicidal,hopelessness,positive,0.4215
Depression,social_support,positive,0.1891
Suicidal,hopelessness,positive,0.8807
Suicidal,sleep,negative,-0.9616
Suicidal,social_support,negative,-0.9616
Suicidal,self_harm,negative,-0.9616
Suicidal,hopelessness,negative,-0.9616
Depression,social_support,negative,-0.9942
Depression,hopelessness,negative,-0.9942
Depression,social_support,negative,-0.8962
Depression,concentration,positive,0.9854
Depression,social_support,positive,0.9854
Depression,hopelessness,positive,0.9854
Depression,social_support,positive,0.6058
Depression,self_harm,negative,-0.7184
Suicidal,social_support,negative,-0.8697
Suicidal,self_harm,negative,-0.8697
Suicidal,hopelessness,negative,-0.8697
Suicidal,therapy,negative,-0.1077
Suicidal,hopelessness,negative,-0.1077
Depression,social_support,negative,-0.7769
Depression,social_support,negative,-0.9898
Depression,therapy,negative,-0.9898
Depression,hopelessness,negative,-0.9898
Depression,hopelessness,positive,0.7814
Depression,medication,negative,-0.8688
Depression,self_harm,negative,-0.8688
Suicidal,hopelessness,negative,-0.7708
Suicidal,self_harm,negative,-0.9313
Suicidal,hopelessness,negative,-0.9313
Suicidal,social_support,positive,0.7522
Suicidal,self_harm,positive,0.7522
Depression,concentration,negative,-0.7075
Depression,social_support,negative,-0.7075
Depression,self_harm,negative,-0.7075
Depression,hopelessness,negative,-0.7075
Depression,sleep,negative,-0.0859
Depression,social_support,negative,-0.0859
Depression,therapy,negative,-0.0859
Depression,hopelessness,negative,-0.0859
Depression,sleep,negative,-0.9841
Depression,concentration,negative,-0.9841
Depression,social_support,negative,-0.9841
Depression,hopelessness,negative,-0.9841
Depression,sleep,negative,-0.9945
Depression,appetite,negative,-0.9945
Depression,medication,negative,-0.9945
Depression,therapy,negative,-0.9945
Depression,self_harm,negative,-0.9945
Depression,sleep,negative,-0.9471
Depression,self_harm,negative,-0.9471
Depression,hopelessness,negative,-0.9471
Depression,social_support,negative,-0.9981
Depression,self_harm,negative,-0.9981
Depression,hopelessness,negative,-0.9981
Suicidal,sleep,negative,-0.9922
Suicidal,social_support,negative,-0.9922
Suicidal,self_harm,negative,-0.9922
Suicidal,hopelessness,negative,-0.9922
Suicidal,hopelessness,negative,-0.9559
Depression,appetite,negative,-0.9757
Depression,concentration,negative,-0.9757
Depression,social_support,negative,-0.9757
Depression,hopelessness,negative,-0.9757
Suicidal,hopelessness,negative,-0.9665
Depression,therapy,negative,-0.994
Depression,self_harm,negative,-0.994
Depression,sleep,negative,-0.977
Depression,concentration,negative,-0.977
Depression,hopelessness,negative,-0.977
Depression,social_support,negative,-0.9409
Depression,hopelessness,negative,-0.9409
Suicidal,sleep,negative,-0.9957
Suicidal,appetite,negative,-0.9957
Suicidal,social_support,negative,-0.9957
Suicidal,medication,negative,-0.9957
Suicidal,therapy,negative,-0.9957
Suicidal,self_harm,negative,-0.9957
Depression,energy,positive,0.9361
Depression,social_support,positive,0.9361
Depression,therapy,positive,0.9361
Depression,sleep,negative,-0.9871
Depression,energy,negative,-0.9871
Depression,hopelessness,negative,-0.9871
Suicidal,sleep,positive,0.4966
Suicidal,self_harm,positive,0.4966
Suicidal,hopelessness,positive,0.4966
Depression,appetite,negative,-0.9874
Depression,concentration,negative,-0.9874
Depression,social_support,negative,-0.9874
Depression,hopelessness,negative,-0.9874
Depression,sleep,negative,-0.6154
Depression,social_support,negative,-0.6154
Depression,medication,negative,-0.6154
Depression,self_harm,negative,-0.6154
Depression,hopelessness,negative,-0.6154
Depression,sleep,negative,-0.9942
Depression,medication,negative,-0.9942
Depression,therapy,negative,-0.9942
Suicidal,social_support,negative,-0.9866
Depression,energy,positive,0.188
Depression,social_support,positive,0.188
Depression,self_harm,positive,0.188
Depression,hopelessness,positive,0.188
Depression,social_support,negative,-0.9402
Depression,hopelessness,negative,-0.9402
Depression,self_harm,negative,-0.9981
Depression,hopelessness,negative,-0.9981
Suicidal,social_support,negative,-0.9116
Suicidal,medication,positive,0.4464
Suicidal,therapy,positive,0.4464
Depression,sleep,negative,-0.5927
Depression,hopelessness,negative,-0.5927
Depression,social_support,negative,-0.7191
Depression,energy,negative,-0.8172
Depression,hopelessness,negative,-0.8172
Suicidal,self_harm,negative,-0.7706
Depression,social_support,positive,0.8713
Depression,therapy,positive,0.8713
Depression,hopelessness,negative,-0.9664
Depression,self_harm,negative,-0.9737
Depression,hopelessness,negative,-0.9737
Depression,sleep,negative,-0.9993
Depression,appetite,negative,-0.9993
Depression,concentration,negative,-0.9993
Depression,self_harm,negative,-0.9993
Depression,hopelessness,negative,-0.9993
Suicidal,sleep,negative,-0.3239
Suicidal,concentration,negative,-0.3239
Suicidal,hopelessness,negative,-0.3239
Suicidal,social_support,negative,-0.9902
Suicidal,self_harm,negative,-0.9902
Suicidal,medication,positive,0.2823
Suicidal,therapy,positive,0.2823
Depression,social_support,negative,-0.9295
Depression,hopelessness,negative,-0.9295
Suicidal,social_support,negative,-0.8506
Suicidal,hopelessness,negative,-0.8506
Depression,social_support,negative,-0.9766
Depression,hopelessness,negative,-0.9766
Depression,social_support,negative,-0.8972
Depression,hopelessness,negative,-0.8972
Depression,appetite,positive,0.8919
Depression,medication,positive,0.8919
Depression,hopelessness,positive,0.8919
Suicidal,social_support,negative,-0.9755
Suicidal,therapy,negative,-0.9755
Suicidal,self_harm,negative,-0.9755
Suicidal,motivation,negative,-0.9918
Suicidal,self_harm,negative,-0.9918
Depression,concentration,positive,0.6996
Depression,social_support,positive,0.6996
Depression,hopelessness,positive,0.6996
Suicidal,social_support,negative,-0.9671
Suicidal,self_harm,negative,-0.9671
Suicidal,sleep,negative,-0.9652
Suicidal,self_harm,negative,-0.9652
Suicidal,hopelessness,negative,-0.9652
Suicidal,hopelessness,negative,-0.9601
Suicidal,social_support,negative,-0.8541
Suicidal,self_harm,negative,-0.8541
Suicidal,hopelessness,negative,-0.8541
Depression,social_support,positive,0.1901
Depression,social_support,negative,-0.9933
Depression,self_harm,negative,-0.9933
Suicidal,appetite,negative,-0.9297
Suicidal,hopelessness,negative,-0.9297
Depression,sleep,negative,-0.963
Depression,hopelessness,negative,-0.963
Suicidal,medication,positive,0.0772
Suicidal,sleep,neutral,0.0395
Suicidal,hopelessness,neutral,0.0395
Suicidal,sleep,negative,-0.9076
Suicidal,concentration,negative,-0.9076
Suicidal,self_harm,negative,-0.9076
Suicidal,hopelessness,negative,-0.9076
Depression,self_harm,negative,-0.6489
Depression,hopelessness,negative,-0.6489
Suicidal,hopelessness,neutral,-0.0418
Suicidal,social_support,positive,0.9868
Suicidal,self_harm,positive,0.9868
Suicidal,hopelessness,positive,0.9868
Suicidal,self_harm,negative,-0.9405
Suicidal,social_support,negative,-0.9707
Suicidal,social_support,negative,-0.9824
Suicidal,hopelessness,negative,-0.9824
Depression,social_support,positive,0.4652
Depression,hopelessness,positive,0.4652
Depression,concentration,positive,0.6054
Suicidal,sleep,negative,-0.9984
Suicidal,energy,negative,-0.9984
Suicidal,social_support,negative,-0.9984
Suicidal,medication,negative,-0.9984
Suicidal,self_harm,negative,-0.9984
Suicidal,hopelessness,negative,-0.9984
Suicidal,social_support,negative,-0.8224
Suicidal,self_harm,negative,-0.8224
Suicidal,sleep,negative,-0.8549
Suicidal,hopelessness,negative,-0.8549
Suicidal,sleep,negative,-0.25
Suicidal,hopelessness,negative,-0.25
Depression,concentration,positive,0.8032
Depression,social_support,positive,0.8032
Depression,hopelessness,positive,0.8032
Suicidal,self_harm,negative,-0.9118
Depression,appetite,positive,0.34
Depression,appetite,negative,-0.9926
Depression,social_support,negative,-0.9926
Depression,self_harm,negative,-0.9926
Depression,hopelessness,negative,-0.9926
Depression,motivation,negative,-0.9599
Depression,social_support,negative,-0.9599
Depression,therapy,negative,-0.9599
Depression,hopelessness,negative,-0.0572
Depression,concentration,negative,-0.9803
Depression,social_support,negative,-0.9803
Depression,hopelessness,negative,-0.9803
Suicidal,hopelessness,negative,-0.6901
Suicidal,motivation,negative,-0.9802
Suicidal,self_harm,negative,-0.9802
Suicidal,hopelessness,negative,-0.9802
Depression,medication,negative,-0.9674
Depression,therapy,negative,-0.9674
Depression,sleep,negative,-0.9264
Depression,motivation,negative,-0.9264
Depression,appetite,negative,-0.9264
Depression,social_support,negative,-0.9264
Depression,therapy,negative,-0.9264
Depression,hopelessness,negative,-0.9264
Depression,sleep,positive,0.988
Depression,motivation,positive,0.988
Depression,social_support,positive,0.988
Depression,therapy,positive,0.988
Depression,self_harm,positive,0.988
Depression,hopelessness,positive,0.988
Suicidal,motivation,negative,-0.9954
Suicidal,appetite,negative,-0.9954
Suicidal,social_support,negative,-0.9954
Suicidal,therapy,negative,-0.9954
Suicidal,self_harm,negative,-0.9954
Suicidal,social_support,negative,-0.8432
Depression,self_harm,negative,-0.9849
Depression,hopelessness,negative,-0.9849
Depression,sleep,negative,-0.9961
Depression,social_support,negative,-0.9961
Depression,self_harm,negative,-0.9961
Depression,hopelessness,negative,-0.9961
Depression,motivation,negative,-0.7385
Depression,hopelessness,negative,-0.7385
Suicidal,social_support,positive,0.1604
Depression,concentration,negative,-0.7022
Suicidal,hopelessness,negative,-0.9662
Suicidal,concentration,negative,-0.721
Suicidal,therapy,negative,-0.721
Suicidal,self_harm,negative,-0.721
Suicidal,hopelessness,negative,-0.721
Suicidal,self_harm,negative,-0.4588
Suicidal,hopelessness,negative,-0.4588
Suicidal,hopelessness,positive,0.4019
Suicidal,sleep,negative,-0.9977
Suicidal,appetite,negative,-0.9977
Suicidal,social_support,negative,-0.9977
Suicidal,self_harm,negative,-0.9977
Suicidal,hopelessness,negative,-0.9977
Depression,appetite,negative,-0.9553
Depression,hopelessness,negative,-0.9553
Depression,social_support,negative,-0.5625
Depression,hopelessness,negative,-0.5625
Depression,concentration,negative,-0.9264
Depression,social_support,negative,-0.9264
Depression,hopelessness,negative,-0.9264
Suicidal,sleep,negative,-0.8271
Suicidal,social_support,positive,0.9961
Suicidal,therapy,positive,0.9961
Suicidal,self_harm,positive,0.9961
Suicidal,hopelessness,positive,0.9961
Depression,social_support,negative,-0.9806
Depression,therapy,negative,-0.9806
Depression,hopelessness,negative,-0.9806
Suicidal,self_harm,negative,-0.9062
Depression,social_support,negative,-0.8065
Depression,hopelessness,negative,-0.8065
Depression,sleep,negative,-0.6773
Depression,energy,negative,-0.6773
Depression,motivation,negative,-0.6773
Depression,energy,positive,0.2263
Suicidal,medication,positive,0.4019
Suicidal,hopelessness,negative,-0.6664
Depression,sleep,negative,-0.4763
Depression,self_harm,negative,-0.4763
Suicidal,social_support,positive,0.7476
Suicidal,self_harm,positive,0.7476
Suicidal,hopelessness,positive,0.7476
Depression,therapy,negative,-0.9726
Depression,hopelessness,negative,-0.9726
Suicidal,social_support,negative,-0.3612
Depression,hopelessness,positive,0.2236
Suicidal,hopelessness,negative,-0.8835
Depression,social_support,positive,0.9465
Suicidal,sleep,positive,0.9573
Suicidal,motivation,positive,0.9573
Suicidal,appetite,positive,0.9573
Suicidal,social_support,positive,0.9573
Suicidal,medication,positive,0.9573
Suicidal,self_harm,positive,0.9573
Suicidal,hopelessness,positive,0.9573
Depression,sleep,negative,-0.5188
Depression,appetite,negative,-0.5188
Depression,social_support,negative,-0.5188
Depression,hopelessness,negative,-0.8782
Depression,social_support,negative,-0.8208
Suicidal,sleep,negative,-0.987
Depression,social_support,negative,-0.8617
Depression,sleep,negative,-0.6557
Depression,energy,negative,-0.6557
Depression,appetite,negative,-0.6557
Depression,hopelessness,negative,-0.6557
Depression,sleep,negative,-0.5519
Depression,self_harm,negative,-0.9531
Depression,self_harm,negative,-0.9853
Depression,self_harm,negative,-0.9843
Depression,hopelessness,negative,-0.9843
Depression,social_support,negative,-0.8599
Depression,therapy,negative,-0.8599
Depression,self_harm,negative,-0.8599
Depression,social_support,negative,-0.9963
Depression,hopelessness,negative,-0.9963
Depression,concentration,negative,-0.9878
Depression,social_support,negative,-0.9878
Depression,therapy,negative,-0.9878
Depression,hopelessness,negative,-0.9878
Suicidal,sleep,negative,-0.8856
Suicidal,social_support,negative,-0.8856
Depression,concentration,negative,-0.804
Depression,social_support,negative,-0.804
Suicidal,sleep,negative,-0.7808
Suicidal,social_support,negative,-0.7808
Suicidal,therapy,negative,-0.7808
Suicidal,self_harm,negative,-0.7808
Suicidal,self_harm,positive,0.725
Suicidal,social_support,positive,0.5232
Suicidal,hopelessness,positive,0.5232
Depression,social_support,negative,-0.9713
Depression,self_harm,negative,-0.9713
Depression,hopelessness,negative,-0.9713
Depression,concentration,negative,-0.9268
Depression,social_support,negative,-0.9268
Depression,hopelessness,negative,-0.9268
Depression,social_support,positive,0.76
Depression,hopelessness,positive,0.76
Suicidal,self_harm,negative,-0.5013
Suicidal,social_support,neutral,0.0083
Suicidal,hopelessness,neutral,0.0083
Depression,therapy,negative,-0.9455
Depression,sleep,negative,-0.9749
Depression,energy,negative,-0.9749
Depression,social_support,positive,0.7593
Suicidal,self_harm,negative,-0.9896
Suicidal,energy,positive,0.961
Suicidal,medication,positive,0.961
Suicidal,hopelessness,positive,0.961
Suicidal,sleep,neutral,0.0039
Suicidal,hopelessness,neutral,0.0039
Depression,sleep,negative,-0.9878
Depression,energy,negative,-0.9878
Depression,motivation,negative,-0.9878
Depression,appetite,negative,-0.9878
Depression,therapy,negative,-0.9878
Depression,self_harm,negative,-0.9878
Depression,hopelessness,negative,-0.9878
Suicidal,social_support,negative,-0.8225
Suicidal,self_harm,negative,-0.8225
Suicidal,hopelessness,negative,-0.8225
Suicidal,hopelessness,negative,-0.983
Suicidal,self_harm,negative,-0.924
Depression,social_support,positive,0.989
Suicidal,sleep,negative,-0.7351
Depression,hopelessness,positive,0.9573
Suicidal,hopelessness,neutral,-0.0013
Suicidal,medication,positive,0.4774
Suicidal,energy,positive,0.3297
Suicidal,self_harm,positive,0.3297
Suicidal,hopelessness,positive,0.3297
Depression,hopelessness,negative,-0.7845
Depression,social_support,negative,-0.9661
Depression,hopelessness,negative,-0.9661
Depression,appetite,negative,-0.9983
Depression,social_support,negative,-0.9983
Depression,self_harm,negative,-0.9983
Suicidal,sleep,negative,-0.7992
Suicidal,self_harm,negative,-0.7992
Suicidal,self_harm,positive,0.7277
Suicidal,therapy,negative,-0.5701
Suicidal,self_harm,negative,-0.9262
Depression,social_support,negative,-0.9958
Depression,therapy,negative,-0.9958
Depression,hopelessness,negative,-0.9958
Depression,motivation,positive,0.9897
Depression,hopelessness,positive,0.9897
Suicidal,self_harm,negative,-0.996
Suicidal,hopelessness,negative,-0.996
Suicidal,self_harm,negative,-0.9594
Suicidal,hopelessness,negative,-0.9594
Suicidal,energy,positive,0.7862
Suicidal,appetite,positive,0.7862
Suicidal,social_support,positive,0.7862
Suicidal,therapy,positive,0.7862
Suicidal,hopelessness,positive,0.7862
Suicidal,motivation,negative,-0.9754
Suicidal,appetite,negative,-0.9754
Suicidal,self_harm,negative,-0.9754
Suicidal,social_support,negative,-0.9673
Suicidal,medication,negative,-0.9673
Suicidal,self_harm,negative,-0.9673
Suicidal,hopelessness,negative,-0.9673
Depression,social_support,negative,-0.9625
Depression,social_support,positive,0.4073
Depression,hopelessness,positive,0.4073
Depression,sleep,negative,-0.9299
Depression,concentration,negative,-0.9299
Depression,social_support,positive,0.8896
Depression,hopelessness,positive,0.8896
Depression,sleep,negative,-0.9908
Depression,appetite,negative,-0.9908
