status,aspect,sentiment,compound
Depression,sleep,negative,-0.5929
Depression,appetite,negative,-0.9768
Depression,therapy,negative,-0.9768
Depression,sleep,positive,0.1289
Depression,energy,positive,0.1289
Depression,social_support,negative,-0.9983
Depression,self_harm,negative,-0.9983
Depression,hopelessness,negative,-0.9983
Depression,sleep,positive,0.1181
Depression,energy,positive,0.1181
Depression,social_support,positive,0.1181
Depression,hopelessness,positive,0.1181
Depression,motivation,negative,-0.908
Depression,therapy,negative,-0.908
Depression,concentration,negative,-0.9343
Depression,social_support,negative,-0.9917
Depression,motivation,positive,0.9477
Depression,concentration,positive,0.9477
Depression,social_support,positive,0.9477
Depression,therapy,positive,0.9477
Depression,hopelessness,positive,0.9477
Depression,appetite,negative,-0.9709
Depression,social_support,negative,-0.9709
Depression,hopelessness,positive,0.2926
Depression,therapy,negative,-0.5849
Depression,sleep,positive,0.5423
Depression,sleep,negative,-0.1738
Depression,energy,negative,-0.1738
Depression,hopelessness,negative,-0.1738
Depression,therapy,negative,-0.6109
Depression,social_support,negative,-0.8591
Depression,therapy,negative,-0.8591
Depression,self_harm,negative,-0.8591
Depression,hopelessness,negative,-0.8591
Depression,medication,positive,0.9267
Depression,therapy,positive,0.9267
Depression,self_harm,positive,0.9267
Depression,hopelessness,positive,0.9267
Depression,social_support,positive,0.34
Depression,hopelessness,positive,0.34
Depression,sleep,negative,-0.196
Depression,appetite,negative,-0.196
Depression,social_support,negative,-0.196
Depression,hopelessness,negative,-0.196
Depression,concentration,negative,-0.8342
Depression,medication,negative,-0.9858
Depression,self_harm,negative,-0.9858
Depression,hopelessness,negative,-0.9858
Depression,concentration,negative,-0.9484
Depression,social_support,negative,-0.9484
Depression,hopelessness,negative,-0.9484
Depression,social_support,positive,0.7303
Depression,medication,positive,0.7303
Depression,therapy,positive,0.7303
Depression,hopelessness,positive,0.7303
Depression,appetite,positive,0.3332
Depression,motivation,negative,-0.6274
Depression,concentration,negative,-0.6274
Depression,social_support,negative,-0.9699
Depression,self_harm,negative,-0.9699
Depression,hopelessness,negative,-0.9699
Depression,sleep,negative,-0.9674
Depression,sleep,negative,-0.4141
Depression,appetite,negative,-0.4141
Depression,sleep,negative,-0.3851
Depression,medication,positive,0.3647
Depression,hopelessness,positive,0.3647
Depression,medication,negative,-0.743
Depression,concentration,positive,0.8674
Depression,medication,positive,0.8674
Depression,therapy,positive,0.8674
Depression,hopelessness,positive,0.8674
Depression,hopelessness,positive,0.8034
Depression,social_support,negative,-0.9748
Depression,motivation,negative,-0.9697
Depression,medication,negative,-0.9697
Depression,social_support,positive,0.9525
Depression,concentration,neutral,-0.0258
Depression,therapy,negative,-0.1027
Depression,social_support,positive,0.7255
Depression,therapy,positive,0.7255
Depression,appetite,positive,0.3871
Depression,social_support,positive,0.3871
Depression,sleep,negative,-0.9925
Depression,energy,negative,-0.9925
Depression,appetite,negative,-0.9925
Depression,hopelessness,negative,-0.9925
Depression,social_support,negative,-0.9504
Depression,self_harm,negative,-0.9504
Depression,hopelessness,positive,0.8745
Depression,sleep,positive,0.9341
Depression,appetite,positive,0.1154
Depression,self_harm,negative,-0.7783
Depression,social_support,positive,0.2937
Depression,medication,positive,0.9052
Depression,therapy,positive,0.9052
Depression,energy,positive,0.9567
Depression,social_support,positive,0.9567
Depression,therapy,positive,0.9567
Depression,sleep,negative,-0.8151
Depression,medication,negative,-0.8151
Depression,therapy,negative,-0.8151
Depression,social_support,negative,-0.7264
Depression,social_support,negative,-0.1764
Depression,hopelessness,negative,-0.1764
Depression,sleep,negative,-0.9468
Depression,therapy,negative,-0.3484
Depression,concentration,negative,-0.4039
Depression,therapy,negative,-0.4039
Depression,appetite,negative,-0.6369
Depression,social_support,negative,-0.9648
Depression,social_support,negative,-0.9562
Depression,hopelessness,negative,-0.9562
Depression,social_support,positive,0.9884
Depression,therapy,positive,0.9884
Depression,hopelessness,positive,0.9884
Depression,hopelessness,negative,-0.9973
Depression,sleep,negative,-0.7961
Depression,energy,negative,-0.7961
Depression,social_support,negative,-0.7961
Depression,therapy,negative,-0.7961
Depression,hopelessness,negative,-0.7961
Depression,concentration,positive,0.9896
Depression,social_support,positive,0.9896
Depression,hopelessness,positive,0.9896
Depression,sleep,negative,-0.769
Depression,sleep,negative,-0.9381
Depression,appetite,negative,-0.611
Depression,sleep,negative,-0.9935
Depression,concentration,negative,-0.9935
Depression,social_support,negative,-0.9935
Depression,hopelessness,negative,-0.9935
Depression,social_support,negative,-0.9851
Depression,energy,negative,-0.9943
Depression,social_support,negative,-0.9943
Depression,hopelessness,negative,-0.9943
Depression,hopelessness,negative,-0.4588
Depression,concentration,negative,-0.8886
Depression,therapy,negative,-0.8886
Depression,hopelessness,negative,-0.8886
Depression,social_support,positive,0.8735
Depression,sleep,negative,-0.9981
Depression,motivation,negative,-0.9981
Depression,social_support,negative,-0.9981
Depression,hopelessness,negative,-0.9981
Depression,sleep,negative,-0.9792
Depression,social_support,negative,-0.9792
Depression,medication,negative,-0.9792
Depression,therapy,negative,-0.9792
Depression,social_support,positive,0.898
Depression,therapy,positive,0.909
Depression,social_support,positive,0.7615
Depression,sleep,negative,-0.6808
Depression,medication,negative,-0.2442
Depression,therapy,negative,-0.2442
Depression,hopelessness,negative,-0.9864
Depression,social_support,positive,0.995
Depression,medication,positive,0.995
Depression,therapy,positive,0.995
Depression,hopelessness,positive,0.995
Depression,social_support,negative,-0.983
Depression,appetite,positive,0.7876
Depression,social_support,positive,0.6905
Depression,hopelessness,positive,0.6905
Depression,sleep,negative,-0.5599
Depression,energy,negative,-0.5599
Depression,social_support,negative,-0.5599
Depression,therapy,negative,-0.5599
Depression,social_support,negative,-0.1027
Depression,motivation,negative,-0.9906
Depression,social_support,negative,-0.6908
Depression,hopelessness,negative,-0.9878
Depression,social_support,positive,0.8456
Depression,hopelessness,positive,0.8456
Depression,concentration,negative,-0.8786
Depression,therapy,negative,-0.8786
Depression,hopelessness,negative,-0.8786
Depression,hopelessness,negative,-0.8704
Depression,sleep,positive,0.7138
Depression,appetite,positive,0.7138
Depression,social_support,positive,0.7138
Depression,sleep,negative,-0.9783
Depression,appetite,negative,-0.9783
Depression,medication,negative,-0.9783
Depression,therapy,negative,-0.9783
Depression,sleep,negative,-0.6597
Depression,medication,negative,-0.6597
Depression,therapy,negative,-0.6597
Depression,therapy,positive,0.8253
Depression,social_support,positive,0.8453
Depression,therapy,negative,-0.6678
Depression,appetite,negative,-0.9952
Depression,self_harm,negative,-0.3952
Depression,motivation,negative,-0.9844
Depression,therapy,negative,-0.9844
Depression,hopelessness,negative,-0.9844
Depression,hopelessness,negative,-0.9946
Depression,social_support,positive,0.9868
Depression,hopelessness,negative,-0.891
Depression,sleep,negative,-0.9879
Depression,appetite,negative,-0.9879
Depression,motivation,positive,0.9371
Depression,social_support,positive,0.9371
Depression,social_support,negative,-0.8737
Depression,sleep,negative,-0.987
Depression,self_harm,negative,-0.987
Depression,hopelessness,negative,-0.987
Depression,concentration,negative,-0.9534
Depression,medication,negative,-0.9534
Depression,therapy,negative,-0.9534
Depression,hopelessness,negative,-0.9534
Depression,sleep,negative,-0.7873
Depression,appetite,negative,-0.7873
Depression,self_harm,negative,-0.8519
Depression,appetite,negative,-0.9835
Depression,hopelessness,negative,-0.9835
Depression,appetite,negative,-0.7186
Depression,therapy,negative,-0.7186
Depression,energy,negative,-0.8884
Depression,social_support,negative,-0.8884
Depression,therapy,negative,-0.9932
Depression,hopelessness,negative,-0.9932
Depression,concentration,positive,0.8302
Depression,social_support,positive,0.8302
Depression,social_support,negative,-0.8209
Depression,sleep,negative,-0.9538
Depression,social_support,negative,-0.9808
Depression,self_harm,negative,-0.9808
Depression,hopelessness,negative,-0.9808
Depression,social_support,positive,0.9877
Depression,self_harm,negative,-0.9962
Depression,concentration,positive,0.8712
Depression,social_support,positive,0.8712
Depression,medication,positive,0.8712
Depression,therapy,positive,0.8712
Depression,self_harm,positive,0.8712
Depression,hopelessness,positive,0.8712
Depression,self_harm,negative,-0.778
Depression,social_support,positive,0.1002
Depression,hopelessness,positive,0.1002
Depression,sleep,negative,-0.9811
Depression,social_support,negative,-0.9811
Depression,self_harm,negative,-0.9811
Depression,hopelessness,negative,-0.9811
Depression,therapy,negative,-0.659
Depression,self_harm,negative,-0.9439
Depression,hopelessness,negative,-0.9439
Depression,self_harm,positive,0.3716
Depression,sleep,negative,-0.9947
Depression,concentration,negative,-0.9947
Depression,self_harm,negative,-0.9947
Depression,sleep,negative,-0.9988
Depression,motivation,negative,-0.9988
Depression,appetite,negative,-0.9988
Depression,social_support,negative,-0.9988
Depression,therapy,negative,-0.9988
Depression,self_harm,negative,-0.9988
Depression,hopelessness,negative,-0.9988
Depression,social_support,negative,-0.0808
Depression,self_harm,positive,0.7766
Depression,motivation,negative,-0.3188
Depression,social_support,negative,-0.3188
Depression,self_harm,negative,-0.3188
Depression,hopelessness,negative,-0.3188
Depression,motivation,negative,-0.9955
Depression,concentration,negative,-0.9955
Depression,social_support,negative,-0.9955
Depression,medication,negative,-0.9955
Depression,therapy,negative,-0.9955
Depression,hopelessness,negative,-0.9955
Depression,self_harm,negative,-0.93
Depression,hopelessness,negative,-0.93
Depression,social_support,negative,-0.9897
Depression,self_harm,negative,-0.9897
Depression,hopelessness,negative,-0.9897
Depression,social_support,negative,-0.9732
Depression,self_harm,negative,-0.9732
Depression,hopelessness,negative,-0.9732
Depression,sleep,negative,-0.7206
Depression,appetite,negative,-0.9589
Depression,social_support,negative,-0.9589
Depression,self_harm,negative,-0.9589
Depression,self_harm,negative,-0.9849
Depression,hopelessness,negative,-0.9849
Depression,self_harm,negative,-0.9846
Depression,hopelessness,negative,-0.9846
Depression,social_support,negative,-0.8977
Depression,self_harm,negative,-0.8977
Depression,social_support,positive,0.1742
Depression,self_harm,positive,0.1742
Depression,hopelessness,positive,0.1742
Depression,social_support,negative,-0.9837
Depression,therapy,negative,-0.9837
Depression,hopelessness,negative,-0.9837
Depression,sleep,negative,-0.2351
Depression,medication,negative,-0.2351
Depression,therapy,negative,-0.2351
Depression,social_support,negative,-0.9632
Depression,self_harm,negative,-0.9632
Depression,hopelessness,negative,-0.9632
Depression,sleep,negative,-0.9971
Depression,motivation,negative,-0.9971
Depression,appetite,negative,-0.9971
Depression,social_support,negative,-0.9971
Depression,therapy,negative,-0.9971
Depression,self_harm,negative,-0.9971
Depression,hopelessness,negative,-0.9971
Depression,sleep,negative,-0.9864
Depression,social_support,negative,-0.9864
Depression,self_harm,negative,-0.9864
Depression,hopelessness,negative,-0.9864
Depression,sleep,negative,-0.9969
Depression,motivation,negative,-0.9969
Depression,appetite,negative,-0.9969
Depression,social_support,negative,-0.9969
Depression,medication,negative,-0.9969
Depression,therapy,negative,-0.9969
Depression,self_harm,negative,-0.9969
Depression,hopelessness,negative,-0.9969
Depression,self_harm,positive,0.9868
Depression,social_support,negative,-0.8043
Depression,social_support,negative,-0.2382
Depression,self_harm,negative,-0.2382
Depression,energy,negative,-0.3551
Depression,social_support,negative,-0.3551
Depression,self_harm,negative,-0.3551
Depression,hopelessness,negative,-0.3551
Depression,self_harm,negative,-0.5182
Depression,hopelessness,negative,-0.5182
Depression,sleep,negative,-0.9504
Depression,energy,negative,-0.9504
Depression,self_harm,negative,-0.9504
Depression,hopelessness,negative,-0.9504
Depression,sleep,positive,0.655
Depression,social_support,positive,0.655
Depression,hopelessness,positive,0.655
Depression,sleep,negative,-0.9821
Depression,energy,negative,-0.9821
Depression,appetite,negative,-0.9821
Depression,concentration,negative,-0.9821
Depression,social_support,negative,-0.9821
Depression,therapy,negative,-0.9821
Depression,self_harm,negative,-0.9821
Depression,sleep,positive,0.8543
Depression,energy,positive,0.8543
Depression,social_support,positive,0.8543
Depression,sleep,positive,0.9436
Depression,appetite,positive,0.9436
Depression,medication,positive,0.9436
Depression,therapy,positive,0.9436
Depression,hopelessness,positive,0.9436
Depression,social_support,positive,0.5834
Depression,self_harm,positive,0.5834
Depression,hopelessness,positive,0.5834
Depression,appetite,negative,-0.8047
Depression,social_support,negative,-0.8047
Depression,medication,negative,-0.8047
Depression,therapy,negative,-0.8047
Depression,hopelessness,negative,-0.8047
Depression,sleep,negative,-0.9903
Depression,social_support,negative,-0.9903
Depression,medication,negative,-0.9903
Depression,therapy,negative,-0.9903
Depression,self_harm,negative,-0.9903
Depression,hopelessness,negative,-0.9903
Depression,hopelessness,negative,-0.7876
Depression,hopelessness,negative,-0.7311
Depression,motivation,positive,0.9491
Depression,social_support,positive,0.9491
Depression,hopelessness,positive,0.9491
Depression,social_support,positive,0.9874
Depression,medication,positive,0.9874
Depression,self_harm,positive,0.9874
Depression,social_support,negative,-0.9949
Depression,medication,negative,-0.9949
Depression,self_harm,negative,-0.9949
Depression,hopelessness,negative,-0.9949
Depression,sleep,positive,0.9852
Depression,appetite,positive,0.9852
Depression,social_support,positive,0.9852
Depression,medication,positive,0.9852
Depression,hopelessness,positive,0.9852
Depression,sleep,negative,-0.9792
Depression,social_support,negative,-0.9792
Depression,hopelessness,negative,-0.9792
Depression,hopelessness,negative,-0.9788
Depression,self_harm,negative,-0.807
Depression,hopelessness,negative,-0.807
Depression,sleep,negative,-0.997
Depression,concentration,negative,-0.997
Depression,self_harm,negative,-0.997
Depression,self_harm,negative,-0.9694
Depression,hopelessness,negative,-0.9694
Depression,social_support,negative,-0.9945
Depression,self_harm,negative,-0.9945
Depression,hopelessness,negative,-0.9945
Depression,motivation,negative,-0.9807
Depression,social_support,negative,-0.9807
Depression,self_harm,negative,-0.9807
Depression,sleep,negative,-0.9123
Depression,energy,negative,-0.9123
Depression,medication,negative,-0.9123
Depression,sleep,negative,-0.7796
Depression,social_support,negative,-0.7796
Depression,self_harm,negative,-0.7796
Depression,hopelessness,negative,-0.7796
Depression,sleep,negative,-0.9317
Depression,hopelessness,negative,-0.9317
Depression,sleep,negative,-0.8594
Depression,self_harm,negative,-0.8594
Depression,hopelessness,negative,-0.8594
Depression,motivation,positive,0.9788
Depression,self_harm,positive,0.9788
Depression,hopelessness,positive,0.9788
Depression,social_support,negative,-0.8568
Depression,sleep,negative,-0.9596
Depression,social_support,negative,-0.9596
Depression,self_harm,negative,-0.9596
Depression,hopelessness,negative,-0.9596
Depression,hopelessness,negative,-0.7659
Depression,energy,negative,-0.1796
Depression,hopelessness,negative,-0.1796
Depression,social_support,negative,-0.9602
Depression,medication,negative,-0.9602
Depression,self_harm,negative,-0.9602
Depression,hopelessness,negative,-0.9602
Depression,social_support,negative,-0.8994
Depression,self_harm,negative,-0.8994
Depression,hopelessness,negative,-0.8994
Depression,energy,negative,-0.886
Depression,hopelessness,negative,-0.6428
Depression,sleep,negative,-0.8524
Depression,self_harm,negative,-0.8524
Depression,hopelessness,negative,-0.8524
Depression,energy,positive,0.9131
Depression,self_harm,positive,0.9131
Depression,sleep,negative,-0.9884
Depression,appetite,negative,-0.9884
Depression,social_support,negative,-0.9884
Depression,self_harm,negative,-0.7267
Depression,self_harm,negative,-0.8689
Depression,motivation,positive,0.9833
Depression,social_support,positive,0.9833
Depression,medication,positive,0.9833
Depression,self_harm,positive,0.9833
Depression,hopelessness,positive,0.9833
Depression,sleep,positive,0.3832
Depression,self_harm,positive,0.3832
Depression,hopelessness,positive,0.3832
Depression,sleep,negative,-0.7632
Depression,social_support,negative,-0.7632
Depression,self_harm,negative,-0.7632
Depression,concentration,negative,-0.9873
Depression,social_support,negative,-0.9873
Depression,self_harm,negative,-0.9873
Depression,hopelessness,negative,-0.9873
Depression,sleep,negative,-0.8469
Depression,social_support,negative,-0.7003
Depression,social_support,negative,-0.9938
Depression,hopelessness,negative,-0.9938
Depression,sleep,negative,-0.8097
Depression,medication,negative,-0.8097
Depression,therapy,negative,-0.8097
Depression,self_harm,negative,-0.8097
Depression,social_support,negative,-0.9339
Depression,self_harm,negative,-0.9339
Depression,hopelessness,negative,-0.9339
Depression,self_harm,negative,-0.4123
Depression,hopelessness,negative,-0.4123
Depression,social_support,negative,-0.9944
Depression,self_harm,negative,-0.9944
Depression,hopelessness,negative,-0.9944
Depression,hopelessness,negative,-0.975
Depression,self_harm,negative,-0.4215
Depression,sleep,negative,-0.8999
Depression,hopelessness,negative,-0.8999
Depression,self_harm,negative,-0.456
Depression,social_support,positive,0.3862
Depression,therapy,positive,0.3862
Depression,self_harm,positive,0.3862
Depression,motivation,negative,-0.9977
Depression,social_support,negative,-0.9977
Depression,self_harm,negative,-0.9977
Depression,hopelessness,negative,-0.9977
Depression,social_support,positive,0.9507
Depression,medication,positive,0.9507
Depression,social_support,positive,0.3268
Depression,self_harm,positive,0.3268
Depression,social_support,positive,0.9965
Depression,self_harm,positive,0.9965
Depression,hopelessness,positive,0.9965
Depression,sleep,positive,0.4357
Depression,self_harm,positive,0.4357
Depression,social_support,negative,-0.8619
Depression,self_harm,negative,-0.8619
Depression,social_support,negative,-0.9808
Depression,self_harm,negative,-0.9808
Depression,hopelessness,negative,-0.9808
Depression,sleep,positive,0.8568
Depression,social_support,positive,0.8568
Depression,therapy,positive,0.8568
Depression,hopelessness,positive,0.8568
Depression,sleep,positive,0.9323
Depression,appetite,positive,0.9323
Depression,social_support,positive,0.9323
Depression,therapy,positive,0.9323
Depression,self_harm,positive,0.9323
Depression,hopelessness,positive,0.9323
Depression,self_harm,negative,-0.9665
Depression,hopelessness,negative,-0.9665
Depression,social_support,negative,-0.4484
Depression,appetite,negative,-0.8609
Depression,medication,negative,-0.8609
Depression,hopelessness,negative,-0.8609
Depression,social_support,positive,0.9849
Depression,social_support,negative,-0.9481
Depression,concentration,negative,-0.9923
Depression,self_harm,negative,-0.9923
Depression,sleep,negative,-0.9615
Depression,self_harm,negative,-0.9615
Depression,social_support,positive,0.4939
Depression,self_harm,positive,0.4939
Depression,appetite,negative,-0.9052
Depression,social_support,negative,-0.9052
Depression,therapy,negative,-0.9052
Depression,hopelessness,negative,-0.9052
Depression,self_harm,negative,-0.9674
Depression,hopelessness,negative,-0.9816
Depression,sleep,positive,0.8934
Depression,social_support,positive,0.8934
Depression,hopelessness,positive,0.8934
Depression,medication,negative,-0.8324
Depression,sleep,negative,-0.4927
Depression,social_support,negative,-0.7935
Depression,self_harm,negative,-0.7935
Depression,hopelessness,negative,-0.7935
Depression,hopelessness,positive,0.6774
Depression,sleep,negative,-0.9517
Depression,social_support,negative,-0.9517
Depression,hopelessness,negative,-0.9517
Depression,sleep,negative,-0.9932
Depression,energy,negative,-0.9932
Depression,appetite,negative,-0.9932
Depression,concentration,negative,-0.9932
Depression,self_harm,negative,-0.9932
Depression,hopelessness,negative,-0.9932
Depression,social_support,positive,0.8131
Depression,self_harm,positive,0.8131
Depression,sleep,negative,-0.9977
Depression,self_harm,negative,-0.9977
Depression,hopelessness,negative,-0.9051
Depression,social_support,negative,-0.9886
Depression,self_harm,negative,-0.9886
Depression,hopelessness,negative,-0.9886
Depression,social_support,positive,0.1453
Depression,hopelessness,positive,0.1453
Depression,social_support,negative,-0.9482
Depression,hopelessness,negative,-0.9482
Depression,self_harm,neutral,-0.0387
Depression,motivation,negative,-0.8967
Depression,appetite,negative,-0.8967
Depression,therapy,negative,-0.8967
Depression,self_harm,negative,-0.8967
Depression,hopelessness,negative,-0.8967
Depression,sleep,negative,-0.9629
Depression,social_support,negative,-0.9629
Depression,therapy,negative,-0.9629
Depression,hopelessness,negative,-0.9629
Depression,social_support,negative,-0.2059
Depression,self_harm,negative,-0.2059
Depression,hopelessness,negative,-0.2059
Depression,sleep,positive,0.9832
Depression,motivation,positive,0.9832
Depression,social_support,positive,0.9832
Depression,self_harm,positive,0.9832
Depression,hopelessness,positive,0.9832
Depression,appetite,negative,-0.8176
Depression,concentration,negative,-0.8176
Depression,social_support,negative,-0.8176
Depression,social_support,negative,-0.9911
Depression,medication,negative,-0.9911
Depression,self_harm,negative,-0.9911
Depression,hopelessness,negative,-0.9911
Depression,social_support,negative,-0.9843
Depression,hopelessness,negative,-0.9843
Depression,medication,negative,-0.9546
Depression,sleep,negative,-0.9708
Depression,self_harm,negative,-0.9708
Depression,hopelessness,negative,-0.9708
Depression,concentration,negative,-0.9779
Depression,hopelessness,negative,-0.9779
Depression,sleep,negative,-0.9956
Depression,motivation,negative,-0.9956
Depression,concentration,negative,-0.9956
Depression,social_support,negative,-0.9956
Depression,medication,negative,-0.9956
Depression,therapy,negative,-0.9956
Depression,self_harm,negative,-0.9956
Depression,hopelessness,negative,-0.9956
Depression,therapy,negative,-0.8932
Depression,hopelessness,negative,-0.8932
Depression,social_support,neutral,-0.0397
Depression,self_harm,neutral,-0.0397
Depression,hopelessness,neutral,-0.0397
Depression,self_harm,negative,-0.7094
Depression,hopelessness,negative,-0.7094
Depression,sleep,negative,-0.966
Depression,energy,negative,-0.966
Depression,concentration,negative,-0.966
Depression,social_support,negative,-0.966
Depression,self_harm,negative,-0.966
Depression,hopelessness,negative,-0.966
Depression,social_support,negative,-0.7747
Depression,self_harm,negative,-0.7747
Depression,hopelessness,negative,-0.7747
Depression,hopelessness,negative,-0.955
Depression,appetite,negative,-0.9533
Depression,social_support,negative,-0.9533
Depression,therapy,negative,-0.9533
Depression,self_harm,negative,-0.9533
Depression,hopelessness,negative,-0.9533
Depression,social_support,negative,-0.9404
Depression,self_harm,negative,-0.9404
Depression,medication,negative,-0.9325
Depression,self_harm,negative,-0.9325
Depression,hopelessness,negative,-0.9325
Depression,sleep,positive,0.8296
Depression,hopelessness,positive,0.8296
Depression,self_harm,positive,0.9763
Depression,self_harm,negative,-0.7351
Depression,social_support,negative,-0.9922
Depression,self_harm,negative,-0.9922
Depression,hopelessness,negative,-0.9922
Depression,self_harm,negative,-0.3012
Depression,sleep,negative,-0.9639
Depression,concentration,negative,-0.9639
Depression,concentration,positive,0.8388
Depression,self_harm,positive,0.8388
Depression,hopelessness,positive,0.8388
Depression,sleep,negative,-0.5319
Depression,appetite,negative,-0.5319
Depression,hopelessness,negative,-0.5319
Depression,self_harm,negative,-0.4252
Depression,hopelessness,negative,-0.4252
Depression,hopelessness,negative,-0.3767
Depression,appetite,negative,-0.0847
Depression,social_support,negative,-0.0847
Depression,hopelessness,negative,-0.0847
Depression,social_support,positive,0.9869
Depression,sleep,negative,-0.9602
Depression,social_support,negative,-0.9602
Depression,therapy,negative,-0.9602
Depression,social_support,positive,0.128
Depression,social_support,negative,-0.8837
Depression,self_harm,negative,-0.8837
Depression,hopelessness,negative,-0.8837
Depression,self_harm,negative,-0.8137
Depression,appetite,positive,0.9393
Depression,hopelessness,negative,-0.2944
Depression,sleep,positive,0.9338
Depression,motivation,positive,0.9338
Depression,social_support,positive,0.9338
Depression,therapy,positive,0.9338
Depression,sleep,negative,-0.977
Depression,medication,negative,-0.977
Depression,hopelessness,positive,0.5604
Depression,social_support,positive,0.9946
Depression,self_harm,positive,0.9946
Depression,sleep,negative,-0.9694
Depression,hopelessness,negative,-0.9694
Depression,sleep,positive,0.9194
Depression,concentration,positive,0.9194
Depression,social_support,positive,0.9194
Depression,therapy,positive,0.9194
Depression,hopelessness,positive,0.9194
Depression,sleep,negative,-0.8785
Depression,hopelessness,negative,-0.2576
Depression,medication,negative,-0.8587
Depression,hopelessness,negative,-0.8587
Depression,self_harm,negative,-0.9866
Depression,hopelessness,negative,-0.9866
Depression,sleep,negative,-0.9307
Depression,social_support,negative,-0.9307
Depression,self_harm,negative,-0.9307
Depression,hopelessness,negative,-0.9307
Depression,sleep,negative,-0.913
Depression,social_support,negative,-0.913
Depression,medication,negative,-0.913
Depression,hopelessness,negative,-0.913
Depression,social_support,negative,-0.9912
Depression,self_harm,negative,-0.9912
Depression,hopelessness,negative,-0.9912
Depression,sleep,negative,-0.8646
Depression,self_harm,negative,-0.8646
Depression,sleep,negative,-0.9739
Depression,self_harm,negative,-0.9739
Depression,hopelessness,negative,-0.9739
Depression,social_support,negative,-0.9506
Depression,appetite,positive,0.6907
Depression,self_harm,positive,0.6907
Depression,hopelessness,positive,0.6907
Depression,sleep,negative,-0.9783
Depression,energy,negative,-0.9783
Depression,hopelessness,negative,-0.9783
Depression,social_support,positive,0.958
Depression,hopelessness,positive,0.958
Depression,sleep,negative,-0.9566
Depression,social_support,negative,-0.9566
Depression,therapy,negative,-0.9566
Depression,self_harm,negative,-0.9566
Depression,hopelessness,negative,-0.9566
Depression,hopelessness,negative,-0.7579
Depression,social_support,negative,-0.9677
Depression,self_harm,negative,-0.9677
Depression,social_support,negative,-0.9677
Depression,self_harm,negative,-0.9677
Depression,sleep,negative,-0.6711
Depression,social_support,negative,-0.6711
Depression,self_harm,negative,-0.6711
Depression,hopelessness,negative,-0.6711
Depression,sleep,positive,0.4491
Depression,social_support,positive,0.4491
Depression,self_harm,positive,0.4491
Depression,hopelessness,positive,0.4491
Depression,sleep,negative,-0.8567
Depression,social_support,negative,-0.8567
Depression,hopelessness,negative,-0.8567
Depression,medication,positive,0.9386
Depression,self_harm,positive,0.9386
Depression,hopelessness,positive,0.9386
Depression,appetite,positive,0.888
Depression,medication,positive,0.888
Depression,sleep,negative,-0.987
Depression,appetite,negative,-0.987
Depression,social_support,negative,-0.987
Depression,hopelessness,negative,-0.987
Depression,self_harm,negative,-0.9392
Depression,sleep,negative,-0.9764
Depression,hopelessness,negative,-0.9764
Depression,sleep,negative,-0.9579
Depression,energy,negative,-0.9579
Depression,therapy,negative,-0.9579
Depression,self_harm,negative,-0.9579
Depression,hopelessness,negative,-0.9579
Depression,sleep,negative,-0.8178
Depression,social_support,negative,-0.8178
Depression,hopelessness,negative,-0.8178
Depression,social_support,positive,0.9677
Depression,hopelessness,negative,-0.9118
Depression,self_harm,negative,-0.879
Depression,energy,positive,0.9971
Depression,motivation,positive,0.9971
Depression,appetite,positive,0.9971
Depression,concentration,positive,0.9971
Depression,social_support,positive,0.9971
Depression,medication,positive,0.9971
Depression,self_harm,positive,0.9971
Depression,hopelessness,positive,0.9971
Depression,appetite,negative,-0.9791
Depression,social_support,negative,-0.9791
Depression,self_harm,negative,-0.9791
Depression,hopelessness,negative,-0.9791
Depression,therapy,positive,0.5169
Depression,hopelessness,positive,0.5169
Depression,appetite,negative,-0.9854
Depression,self_harm,negative,-0.9854
Depression,energy,negative,-0.7184
Depression,social_support,negative,-0.7184
Depression,hopelessness,negative,-0.7184
Depression,therapy,negative,-0.7469
Depression,sleep,negative,-0.8698
Depression,social_support,negative,-0.8698
Depression,medication,negative,-0.8698
Depression,therapy,negative,-0.8698
Depression,self_harm,negative,-0.8698
Depression,hopelessness,negative,-0.8698
Depression,social_support,positive,0.1415
Depression,social_support,negative,-0.5234
Depression,hopelessness,negative,-0.9625
Depression,self_harm,negative,-0.9813
Depression,social_support,negative,-0.9337
Depression,self_harm,negative,-0.9337
Depression,social_support,positive,0.7955
Depression,social_support,negative,-0.7411
Depression,self_harm,negative,-0.7411
Depression,hopelessness,negative,-0.7411
Depression,sleep,positive,0.8876
Depression,social_support,positive,0.8876
Depression,hopelessness,positive,0.0516
Depression,appetite,negative,-0.7978
Depression,concentration,positive,0.9481
Depression,hopelessness,positive,0.9481
Depression,self_harm,negative,-0.5106
Depression,social_support,negative,-0.9608
Depression,self_harm,negative,-0.9608
Depression,hopelessness,negative,-0.9608
Depression,social_support,negative,-0.9944
Depression,self_harm,negative,-0.9944
Depression,hopelessness,negative,-0.9944
Depression,social_support,positive,0.9712
Depression,hopelessness,positive,0.9712
Depression,medication,negative,-0.9745
Depression,social_support,negative,-0.9391
Depression,hopelessness,negative,-0.9391
Depression,social_support,negative,-0.9004
Depression,therapy,negative,-0.9004
Depression,self_harm,negative,-0.9004
Depression,social_support,negative,-0.8583
Depression,therapy,negative,-0.8583
Depression,self_harm,negative,-0.8583
Depression,concentration,negative,-0.9072
Depression,social_support,negative,-0.9072
Depression,hopelessness,negative,-0.9072
